Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,11889,158,90,325,574,1107,55,4765,1.943%,9.77119,75.66,1.47
Login,11887,273,191,518,769,1372,66,4504,2.700%,9.80784,89.12,7.02
List Products,11880,445,315,891,1190,2024,0,5717,57.424%,9.82595,567.67,4.52
Look at Product,11878,782,631,1510,1903,2924,0,7399,12.780%,9.82429,883.79,4.38
Add Product to Cart,11863,469,305,1000,1390,2096,55,6566,14.145%,9.81196,218.66,12.91
List Products with different page,11850,410,282,812,1109,1940,0,8581,60.439%,9.81544,564.80,7.83
Add Product 2 to Cart,11847,518,374,1062,1424,2071,11,5597,14.400%,9.81296,221.61,16.57
Logout,11841,274,177,572,833,1450,25,3749,3.066%,9.81019,90.84,15.55
TOTAL,94935,416,269,898,1260,2079,0,8581,20.857%,78.02304,2694.37,69.76
