Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,7651,229,55,4184,402.27,1.882%,6.37634,50.88,0.96,8170.9
Login,7650,377,65,6552,423.20,2.444%,6.37617,59.14,5.52,9497.1
List Products,7644,823,0,944170,15454.20,28.689%,6.37192,492.04,3.87,79074.0
Look at Product,7633,957,0,21038,946.80,15.302%,6.36275,566.94,3.76,91241.3
Add Product to Cart,7629,852,51,8946,877.54,14.877%,6.35939,145.79,9.47,23475.4
List Products with different page,7623,1367,0,1141490,26661.03,30.565%,6.35471,479.06,5.18,77195.6
Add Product 2 to Cart,7607,898,69,21038,909.37,15.354%,6.34139,147.14,11.22,23760.5
Logout,7603,404,74,6008,494.06,3.051%,6.33874,60.28,10.52,9737.4
TOTAL,61040,738,0,1141490,10917.28,14.019%,50.86972,2000.76,50.49,40275.1
