Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,5680,2726,3012,4647,4991,5756,55,7664,0.352%,4.17154,12.61,0.63
Login,5660,3062,3471,4992,5343,6074,78,7687,0.247%,4.17525,18.91,2.06
List Products,5646,0,0,0,0,0,0,1,100.000%,4.17358,4.81,0.00
Look at Product,5646,0,0,0,0,0,0,1,100.000%,4.17358,4.76,0.00
Add Product to Cart,5646,175,104,308,754,990,51,1498,100.000%,4.17340,26.04,1.43
List Products with different page,5645,0,0,0,0,0,0,1,100.000%,4.17730,4.85,0.00
Add Product 2 to Cart,5645,333,246,798,959,1103,7,4266,100.000%,4.17727,26.06,1.44
Logout,5643,3123,3495,5066,5500,6355,212,21024,0.248%,4.17618,19.67,4.01
TOTAL,45211,1179,177,4244,4757,5668,0,21024,62.542%,33.20410,117.03,9.50
