Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,3883,1980,885,5502,7179,10335,57,20590,3.425%,3.23331,28.61,0.48
Login,3870,2643,1296,7151,9233,16365,90,25764,5.142%,3.22293,32.76,2.63
List Products,3863,4010,2074,10891,14435,20769,0,37985,10.639%,3.21743,298.99,1.81
Look at Product,3857,7307,4564,17924,22838,38420,0,51687,11.045%,3.21243,252.19,1.75
Add Product to Cart,3804,6159,3828,13386,18221,36181,51,48215,17.560%,3.16830,56.98,4.30
List Products with different page,3776,4302,2193,12110,15456,22539,0,33982,15.546%,3.14513,272.60,2.36
Add Product 2 to Cart,3768,5947,3826,13602,17570,27709,83,47260,19.719%,3.13847,56.47,5.09
Logout,3736,2780,1535,6827,9327,15561,94,22642,6.130%,3.11212,31.59,4.87
TOTAL,30557,4387,2343,11342,15190,25438,0,51687,11.114%,25.44428,1029.93,23.28
