Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,3084,4442,4713,6753,7310,8329,248,11788,0.713%,2.56688,7.76,0.38
Login,3062,4824,5122,7212,7713,8613,290,10504,0.425%,2.57386,11.65,1.27
List Products,3049,0,0,0,0,0,0,1,100.000%,2.57427,2.97,0.00
Look at Product,3049,0,0,0,0,0,0,1,100.000%,2.57428,2.94,0.00
Add Product to Cart,3049,200,102,446,751,1065,54,3219,100.000%,2.57408,16.06,0.89
List Products with different page,3049,0,0,0,0,0,0,1,100.000%,2.58110,3.00,0.00
Add Product 2 to Cart,3049,394,249,798,1017,1833,109,7245,100.000%,2.58069,16.10,0.89
Logout,3047,4944,5279,7310,7881,9175,505,21053,0.459%,2.57926,12.14,2.47
TOTAL,24438,1855,199,6156,6887,8089,0,21053,62.583%,20.34024,71.67,5.82
