Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,4787,509,57,8492,867.78,2.381%,3.91238,37.13,0.59,9718.2
Login,4784,682,37,9606,832.05,2.864%,3.93406,42.24,3.87,10993.5
List Products,4779,1064,0,9987,1148.92,5.210%,3.95271,412.03,2.91,106740.4
Look at Product,4773,1781,0,13654,1665.10,5.971%,3.94776,368.34,2.85,95541.6
Add Product to Cart,4768,1796,72,15584,1836.57,8.242%,3.94364,91.94,6.48,23873.2
List Products with different page,4753,1207,0,12517,1311.85,7.469%,3.94387,402.13,3.38,104410.1
Add Product 2 to Cart,4747,1760,86,16928,1677.38,7.436%,3.93890,94.88,7.37,24665.6
Logout,4741,831,107,21048,1094.80,4.640%,3.93436,43.19,6.80,11240.7
TOTAL,38132,1203,0,21048,1438.07,5.523%,31.16467,1473.12,33.82,48403.3
