Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,4984,493,301,1110,1572,2296,61,5089,0.000%,4.14841,33.91,0.62
Login,4983,817,663,1619,2034,2824,124,6203,0.020%,4.14801,39.56,3.35
List Products,4982,1338,1126,2611,3194,4392,0,13702,38.218%,4.14767,294.17,2.27
Look at Product,4981,4667,4993,7959,8662,9969,0,13233,10.139%,4.14683,228.21,2.16
Add Product to Cart,4945,4361,4626,7620,8314,9726,55,11869,10.354%,4.11685,42.65,5.72
List Products with different page,4912,1331,1118,2669,3266,4625,0,8254,39.923%,4.08963,282.96,3.26
Add Product 2 to Cart,4897,4380,4689,7674,8491,10053,66,13079,12.355%,4.07714,43.23,6.91
Logout,4886,861,681,1758,2235,3197,69,5822,0.041%,4.06840,39.88,6.68
TOTAL,39570,2279,1169,6385,7422,9110,0,13702,13.874%,32.93507,1004.31,30.98
