Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,6509,663,288,1455,3088,5892,56,13539,1.460%,5.42156,51.37,0.81
Login,6505,880,568,1697,2896,6089,78,15252,2.613%,5.41888,57.77,5.32
List Products,6502,1433,988,2615,4774,8919,0,15816,3.137%,5.42534,574.59,3.98
Look at Product,6502,2567,1778,5819,8181,12671,0,28561,3.460%,5.41831,521.05,3.90
Add Product to Cart,6498,2555,1668,5898,8779,14211,12,28508,6.017%,5.41592,128.39,8.85
List Products with different page,6466,1523,1037,3012,5261,8780,0,14369,4.129%,5.39254,564.56,4.60
Add Product 2 to Cart,6430,2604,1732,5949,8478,14710,71,26516,5.086%,5.36366,131.65,10.06
Logout,6412,1111,613,2540,4526,7824,110,16245,3.337%,5.34930,58.48,9.27
TOTAL,51824,1667,974,3750,6089,10752,0,28561,3.653%,43.16595,2085.50,46.73
