Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,5943,794,55,11061,1362.47,21.975%,4.90914,35.64,0.74,7433.7
Login,5943,1025,75,13057,1554.47,22.884%,4.90931,40.36,4.15,8419.3
List Products,5934,1649,0,24791,2504.97,26.710%,4.90249,393.18,3.00,82124.1
Look at Product,5901,3110,0,21715,3632.73,24.962%,4.87648,217.46,2.92,45663.2
Add Product to Cart,5866,2789,56,25643,3147.09,30.293%,4.84829,43.08,6.58,9099.0
List Products with different page,5865,1878,0,27832,2580.72,31.100%,4.84807,366.56,3.49,77423.8
Add Product 2 to Cart,5859,2960,0,20461,3276.81,28.435%,4.84442,45.50,7.50,9618.1
Logout,5850,1226,60,12667,1802.24,26.821%,4.83773,39.70,6.89,8403.9
TOTAL,47161,1926,0,27832,2740.74,26.632%,38.95343,1180.86,35.24,31042.1
