Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,3063,9362,78,35781,6707.18,0.947%,2.54043,7.67,0.38,3092.9
Login,3034,9877,143,39384,6866.15,1.055%,2.51776,11.38,1.24,4626.6
List Products,3002,0,0,1,0.02,100.000%,2.49437,2.88,0.00,1181.0
Look at Product,3002,0,0,0,0.00,100.000%,2.49437,2.85,0.00,1169.0
Add Product to Cart,3002,281,50,4191,373.59,100.000%,2.49359,15.56,0.86,6390.0
List Products with different page,3002,0,0,0,0.00,100.000%,2.49378,2.90,0.00,1190.0
Add Product 2 to Cart,3002,462,108,6436,513.91,100.000%,2.49189,15.54,0.86,6387.4
Logout,3000,9988,191,40537,6935.82,1.267%,2.49066,11.71,2.38,4815.1
TOTAL,24107,3768,0,40537,6273.40,62.675%,19.99419,70.42,5.70,3606.5
