Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,8837,318,58,4940,293.07,0.011%,7.36355,63.43,1.11,8821.2
Login,8836,587,122,56265,718.86,0.000%,7.36369,72.67,7.42,10105.2
List Products,8835,1453,57,8390,871.21,0.192%,7.36356,818.94,5.56,113883.9
Look at Product,8818,1841,83,12932,1060.82,0.306%,7.35071,774.89,5.46,107946.7
Add Product to Cart,8791,1397,53,7459,891.20,0.193%,7.32981,190.76,12.50,26649.2
List Products with different page,8774,1404,77,8245,863.30,0.251%,7.31657,811.59,6.43,113587.5
Add Product 2 to Cart,8752,1442,48,7656,892.44,0.091%,7.29911,195.05,14.20,27363.5
Logout,8744,571,55,6012,419.93,0.080%,7.29342,74.60,13.07,10474.1
TOTAL,70387,1126,48,56265,943.66,0.141%,58.65080,3000.43,65.71,52385.3
