Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,3576,2740,886,8044,10478,14784,58,21406,7.970%,2.97856,23.11,0.45
Login,3574,3575,1047,11169,14164,20292,77,29495,12.339%,2.97800,25.92,2.59
List Products,3546,4707,1453,14268,19064,25225,0,37148,21.433%,2.95535,249.72,1.83
Look at Product,3507,6454,3511,17800,23108,30525,0,38051,17.736%,2.92504,139.63,1.78
Add Product to Cart,3484,6230,2873,16633,20001,28155,55,45694,24.254%,2.90837,26.88,4.23
List Products with different page,3470,4849,1676,14611,18605,25203,0,39578,27.032%,2.89717,226.39,2.30
Add Product 2 to Cart,3445,6453,3129,18498,21750,27022,80,34938,26.328%,2.87749,27.19,4.92
Logout,3429,3345,1136,9895,12890,17858,59,28518,13.561%,2.86451,25.53,4.60
TOTAL,28031,4785,1798,14171,18386,25985,0,45694,18.776%,23.34767,743.25,22.66
