Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,7675,205,153,399,545,925,59,6150,0.026%,6.37433,54.91,0.96
Login,7672,378,311,625,793,1146,126,2764,0.026%,6.40454,63.19,6.47
List Products,7670,1021,827,1826,2327,3444,83,7222,0.130%,6.41360,709.56,4.86
Look at Product,7658,1190,1039,1929,2367,3560,61,20739,0.091%,6.44274,678.72,4.81
Add Product to Cart,7647,785,718,1282,1506,2045,15,7432,0.065%,6.46117,168.91,11.05
List Products with different page,7639,969,798,1688,2166,3241,67,9915,0.052%,6.49515,717.88,5.73
Add Product 2 to Cart,7635,816,756,1309,1524,2128,119,6218,0.052%,6.49482,174.16,12.64
Logout,7628,368,307,636,796,1144,59,5004,0.013%,6.49351,66.45,11.64
TOTAL,61224,717,598,1364,1736,2813,15,20739,0.057%,50.84771,2594.63,57.14
