Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,4412,1027,55,13489,1606.60,2.607%,3.67446,30.34,0.55,8455.0
Login,4409,1414,95,13809,1932.15,3.742%,3.67706,34.78,3.56,9684.6
List Products,4409,2061,0,17611,2603.17,5.579%,3.67288,370.63,2.64,103331.8
Look at Product,4408,3973,0,28293,4149.10,7.237%,3.67270,331.82,2.58,92517.3
Add Product to Cart,4391,4163,66,28499,4355.45,10.385%,3.65894,77.16,5.86,21594.0
List Products with different page,4350,2293,0,21042,2685.64,7.218%,3.62524,359.49,3.04,101542.4
Add Product 2 to Cart,4341,3988,57,26814,4015.34,11.495%,3.61829,78.95,6.56,22342.3
Logout,4312,1673,92,13426,2179.73,6.285%,3.59530,34.55,6.09,9841.6
TOTAL,35032,2573,0,28499,3330.78,6.808%,29.17554,1317.04,30.86,46225.3
