Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,4747,947,278,3060,4246,6584,56,10230,4.677%,3.95415,32.26,0.59
Login,4740,1272,509,3706,5508,7971,63,14381,4.958%,3.94873,36.86,3.80
List Products,4728,2118,963,6349,8277,11281,0,17723,6.747%,3.93922,395.54,2.82
Look at Product,4724,3864,2696,9238,10892,14617,0,19444,5.377%,3.93661,214.90,2.74
Add Product to Cart,4689,3439,2236,8225,9639,12489,54,17742,12.988%,3.90790,39.40,6.20
List Products with different page,4668,2329,1234,6558,8210,11358,0,18111,11.632%,3.89090,371.40,3.24
Add Product 2 to Cart,4661,3644,2399,8666,10045,13010,57,20932,11.135%,3.88576,41.31,6.99
Logout,4654,1531,709,4293,5955,8556,60,13056,10.163%,3.88038,36.18,6.46
TOTAL,37611,2390,1118,6899,8634,11880,0,20932,8.439%,31.32898,1167.33,32.82
