Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,12473,146,29,6242,211.43,1.195%,10.40173,88.50,1.56,8711.9
Login,12468,271,66,4828,218.93,1.251%,10.40030,101.36,10.36,9979.9
List Products,12466,620,0,10947,610.97,2.062%,10.39980,1127.12,7.76,110980.4
Look at Product,12463,632,0,10398,611.03,2.070%,10.39748,1091.35,7.63,107481.9
Add Product to Cart,12456,393,29,14556,356.31,2.673%,10.39154,267.57,17.43,26366.6
List Products with different page,12448,578,0,12120,556.30,2.201%,10.38613,1122.99,9.01,110719.0
Add Product 2 to Cart,12431,401,63,14069,375.08,2.639%,10.37198,273.77,19.77,27029.0
Logout,12427,266,59,17898,277.79,1.545%,10.37001,104.52,18.28,10321.1
TOTAL,99632,413,0,17898,464.42,1.954%,83.08684,4175.41,91.74,51459.7
