Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,6481,1104,56,12980,1546.73,3.009%,5.00613,41.21,0.75,8430.5
Login,6481,1527,59,351222,4767.46,3.672%,5.00652,47.48,4.40,9711.1
List Products,6465,2556,0,20266,2572.45,12.328%,4.99492,480.28,3.14,98460.6
Look at Product,6443,4751,0,143150,4940.05,13.255%,4.97792,419.03,3.06,86198.4
Add Product to Cart,6417,4038,55,29137,4150.01,13.901%,4.95784,103.15,7.50,21304.1
List Products with different page,6389,3144,0,1211606,15430.75,12.412%,4.93701,466.40,4.11,96737.3
Add Product 2 to Cart,6382,4225,42,840739,11401.82,14.604%,4.93157,103.30,8.86,21449.6
Logout,6332,1794,59,664282,8563.28,5.575%,4.89359,47.21,8.21,9878.3
TOTAL,51390,2890,0,1211606,8100.61,9.835%,39.69161,1707.42,40.01,44049.5
