Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,3064,806,296,2403,3187,4468,65,7257,23.890%,2.54435,21.51,0.38
Login,3060,1006,493,2701,3780,5800,74,9199,25.033%,2.55533,24.16,2.13
List Products,3059,1486,884,3901,5020,7249,0,11139,30.925%,2.56009,190.30,1.54
Look at Product,3059,2846,2652,5839,6997,8743,0,11898,28.408%,2.55489,107.31,1.50
Add Product to Cart,3057,2861,2550,6034,6923,8953,53,11562,37.749%,2.55321,24.81,3.37
List Products with different page,3041,1784,1170,4322,5413,7598,0,13164,38.376%,2.54017,168.55,1.78
Add Product 2 to Cart,3036,2823,2611,5813,6648,8607,112,11590,35.112%,2.53600,26.10,3.79
Logout,3029,1284,686,3193,4114,6406,91,125773,28.920%,2.53043,23.73,3.51
TOTAL,24405,1862,1111,4678,5878,7940,0,125773,31.043%,20.26586,582.80,17.90
