Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,4527,6081,4254,14475,16714,22607,76,36719,2.629%,3.71349,11.24,0.55
Login,4490,6760,4920,15488,18106,23882,69,32661,2.962%,3.68398,16.59,1.80
List Products,4460,0,0,0,0,0,0,1,100.000%,3.66653,4.23,0.00
Look at Product,4460,0,0,0,0,0,0,1,100.000%,3.66653,4.19,0.00
Add Product to Cart,4460,267,129,824,1015,1449,50,5153,100.000%,3.66612,22.88,1.26
List Products with different page,4460,0,0,0,0,0,0,1,100.000%,3.66642,4.26,0.00
Add Product 2 to Cart,4460,501,284,1071,1245,3621,109,11079,100.000%,3.66317,22.86,1.26
Logout,4460,6915,5182,15867,18469,23058,123,31528,2.691%,3.66119,17.17,3.47
TOTAL,35777,2575,200,10592,14047,20030,0,36719,63.370%,29.34781,103.29,8.33
