Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,17121,210,158,374,501,1035,55,25879,0.047%,14.23186,113.42,2.14
Login,17112,385,322,648,806,1433,116,16703,0.082%,14.22594,133.94,9.35
List Products,17097,1233,491,1158,1561,3397,0,965170,54.606%,14.21508,792.34,5.57
Look at Product,17070,1343,1251,2187,2736,5189,0,24392,8.161%,14.19257,1438.06,5.25
Add Product to Cart,17052,926,926,1618,1823,2606,50,14776,8.028%,14.17798,357.93,17.59
List Products with different page,17040,1873,469,1112,1529,3803,0,1132413,56.262%,14.16827,786.94,10.91
Add Product 2 to Cart,16999,1049,1012,1758,2018,4039,54,29972,7.918%,14.13424,359.72,23.46
Logout,16985,329,261,533,677,1479,0,19211,0.088%,14.12418,136.05,22.13
TOTAL,136476,918,443,1504,1836,3297,0,1132413,16.903%,113.44422,4117.38,96.37
