Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,5280,410,190,1024,1632,2716,22,5461,6.136%,4.39078,35.42,0.66
Login,5279,590,352,1265,1982,3285,79,8712,6.914%,4.40990,40.76,4.26
List Products,5274,803,552,1646,2486,3817,0,7794,9.879%,4.43719,431.12,3.19
Look at Product,5265,1731,1435,3350,4194,5912,0,8127,7.673%,4.44631,237.15,3.14
Add Product to Cart,5247,1659,1360,3362,4007,5315,54,7803,15.933%,4.44164,44.39,7.07
List Products with different page,5236,1046,697,2421,3029,4478,0,8398,15.909%,4.44213,402.54,3.76
Add Product 2 to Cart,5234,1667,1428,3248,3877,5053,72,7806,12.954%,4.44168,46.99,8.04
Logout,5232,714,414,1781,2300,3501,71,5932,11.353%,4.44221,40.83,7.39
TOTAL,42047,1077,683,2579,3266,4772,0,8712,10.833%,34.96504,1259.84,36.89
