Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,5781,2131,69,7258,1606.56,2.941%,4.80375,14.57,0.72,3105.0
Login,5758,2568,72,10811,1907.40,4.585%,4.78552,21.48,2.33,4596.1
List Products,5743,0,0,1,0.02,100.000%,4.77624,5.51,0.00,1181.0
Look at Product,5743,0,0,1,0.01,100.000%,4.77625,5.45,0.00,1169.0
Add Product to Cart,5743,185,50,3560,219.73,100.000%,4.77566,29.80,1.64,6390.0
List Products with different page,5743,0,0,1,0.01,100.000%,4.77611,5.55,0.00,1190.0
Add Product 2 to Cart,5743,347,110,21042,465.20,100.000%,4.77439,29.78,1.63,6388.0
Logout,5741,2656,119,21024,1903.02,3.501%,4.77320,22.33,4.50,4791.5
TOTAL,45995,987,0,21042,1608.38,63.811%,38.21973,134.41,10.82,3601.2
