Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,3676,654,60,9319,941.21,17.220%,3.06254,24.29,0.46,8122.6
Login,3671,802,45,9425,948.95,17.597%,3.07950,27.76,2.73,9230.6
List Products,3664,1243,0,11247,1308.83,19.869%,3.08741,270.46,2.02,89704.7
Look at Product,3661,2505,0,20920,2270.88,22.726%,3.08483,222.91,1.97,73995.1
Add Product to Cart,3648,2370,53,22609,2125.04,27.961%,3.07388,53.92,4.39,17962.0
List Products with different page,3638,1455,0,10870,1460.50,24.766%,3.07632,250.72,2.35,83456.9
Add Product 2 to Cart,3632,2369,55,20051,2112.50,28.084%,3.07124,56.10,5.01,18705.2
Logout,3627,989,58,8882,1091.63,20.706%,3.06736,28.09,4.65,9379.1
TOTAL,29217,1547,0,22609,1767.09,22.353%,24.34111,922.95,23.30,38827.2
