Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,10750,308,57,4057,243.53,0.037%,8.94472,70.56,1.34,8077.3
Login,10746,523,89,4871,305.01,0.047%,8.94235,83.26,6.16,9534.4
List Products,10741,921,0,658909,11787.26,61.754%,8.93938,469.20,3.79,53746.9
Look at Product,10729,1684,0,21057,929.70,9.535%,8.92938,845.36,3.61,96944.2
Add Product to Cart,10694,1373,49,6753,760.00,9.276%,8.90033,210.59,11.40,24228.3
List Products with different page,10687,1513,0,1146044,23458.34,62.749%,8.89493,454.74,6.95,52350.5
Add Product 2 to Cart,10666,1518,4,9966,874.45,9.451%,8.87748,210.99,14.80,24337.6
Logout,10659,539,37,3716,330.76,0.084%,8.87253,84.59,13.96,9762.4
TOTAL,85672,1047,0,1146044,9307.46,19.119%,71.28415,2428.66,61.99,34887.8
