Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,6481,1104,384,3224,4464,6663,56,12980,3.009%,5.00613,41.21,0.75
Login,6481,1527,622,4305,5879,9254,59,351222,3.672%,5.00652,47.48,4.40
List Products,6465,2556,1598,6423,8215,11134,0,20266,12.328%,4.99492,480.28,3.14
Look at Product,6443,4751,3115,11177,14981,20212,0,143150,13.255%,4.97792,419.03,3.06
Add Product to Cart,6417,4038,2368,9835,12484,18194,55,29137,13.901%,4.95784,103.15,7.50
List Products with different page,6389,3144,1724,7372,9515,14261,0,1211606,12.412%,4.93701,466.40,4.11
Add Product 2 to Cart,6382,4225,2575,9581,12646,17571,42,840739,14.604%,4.93157,103.30,8.86
Logout,6332,1794,795,4602,6070,8523,59,664282,5.575%,4.89359,47.21,8.21
TOTAL,51390,2890,1488,7442,9846,15970,0,1211606,9.835%,39.69161,1707.42,40.01
