Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,3435,2807,844,8392,10421,15545,56,27225,7.278%,2.85838,22.60,0.43
Login,3415,3279,993,9600,12699,18942,63,28777,10.307%,2.84205,25.54,2.51
List Products,3397,4633,1529,13925,17281,23937,0,47246,13.865%,2.82738,259.23,1.80
Look at Product,3374,6875,3473,17499,20505,25297,0,35806,7.380%,2.82110,151.74,1.77
Add Product to Cart,3374,7024,3502,18109,21030,27115,52,74745,16.627%,2.80827,27.63,4.20
List Products with different page,3369,4918,2430,13312,16770,22956,0,39627,18.225%,2.80436,243.05,2.26
Add Product 2 to Cart,3310,6971,3267,17968,21026,26527,63,35408,16.737%,2.75526,28.17,4.85
Logout,3297,3621,1473,10420,13702,19858,71,31691,13.558%,2.74476,24.76,4.46
TOTAL,26971,5007,2101,14667,17949,24045,0,74745,12.969%,22.44342,781.83,22.29
