Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,9438,434,284,997,1272,1817,58,3891,0.021%,7.86191,67.72,1.18
Login,9434,763,596,1606,1916,2558,118,5093,0.148%,7.85984,77.91,7.05
List Products,9419,1621,1473,2816,3322,4575,29,7669,0.308%,7.84830,869.09,5.05
Look at Product,9390,2269,2190,4072,4691,6010,94,10767,0.266%,7.82724,821.16,4.94
Add Product to Cart,9365,1952,1868,3790,4294,5350,18,7579,0.182%,7.80905,202.49,12.31
List Products with different page,9347,1592,1430,2811,3367,4796,135,8226,0.225%,7.79577,863.20,6.72
Add Product 2 to Cart,9323,2015,1896,3940,4411,5394,27,8326,0.279%,7.77753,206.75,14.83
Logout,9297,757,563,1633,1941,2603,116,3999,0.097%,7.75725,79.43,13.63
TOTAL,75013,1424,1066,3203,3828,5032,18,10767,0.191%,62.48579,3185.21,65.65
