Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,4649,6016,5283,12915,15392,19917,19,25508,0.688%,3.86848,11.69,0.58
Login,4617,6437,5781,13577,15859,20563,8,28674,0.758%,3.84233,17.38,1.89
List Products,4582,0,0,0,0,0,0,0,100.000%,3.81775,4.40,0.00
Look at Product,4582,0,0,0,0,0,0,1,100.000%,3.81775,4.36,0.00
Add Product to Cart,4582,224,112,680,1006,1290,50,1754,100.000%,3.81750,23.82,1.31
List Products with different page,4582,0,0,0,0,0,0,1,100.000%,3.81768,4.44,0.00
Add Product 2 to Cart,4582,405,250,1029,1186,1410,110,21033,100.000%,3.81484,23.80,1.31
Logout,4582,6515,6043,13579,16015,20860,189,27086,0.720%,3.81424,17.96,3.65
TOTAL,36758,2460,176,9743,12446,17925,0,28674,62.599%,30.58670,107.78,8.74
