Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,4984,493,61,5089,493.47,0.000%,4.14841,33.91,0.62,8369.9
Login,4983,817,124,6203,617.91,0.020%,4.14801,39.56,3.35,9765.2
List Products,4982,1338,0,13702,966.55,38.218%,4.14767,294.17,2.27,72626.7
Look at Product,4981,4667,0,13233,2658.19,10.139%,4.14683,228.21,2.16,56352.2
Add Product to Cart,4945,4361,55,11869,2606.47,10.354%,4.11685,42.65,5.72,10608.6
List Products with different page,4912,1331,0,8254,1002.23,39.923%,4.08963,282.96,3.26,70850.8
Add Product 2 to Cart,4897,4380,66,13079,2681.08,12.355%,4.07714,43.23,6.91,10858.0
Logout,4886,861,69,5822,679.97,0.041%,4.06840,39.88,6.68,10037.9
TOTAL,39570,2279,0,13702,2440.26,13.874%,32.93507,1004.31,30.98,31225.4
