Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,6314,580,214,1486,2586,4620,27,10928,1.647%,5.25432,43.92,0.79
Login,6308,768,457,1657,2613,5005,57,10878,2.061%,5.25016,50.45,5.01
List Products,6301,1808,1401,3511,4649,7293,0,13644,3.142%,5.24510,549.06,3.69
Look at Product,6287,3086,2400,6465,7996,11333,0,21408,4.613%,5.23345,484.38,3.62
Add Product to Cart,6275,2533,1785,5952,7415,10247,68,17112,6.884%,5.22347,112.47,8.20
List Products with different page,6258,1920,1455,3826,5114,7547,0,23125,4.458%,5.20992,536.19,4.26
Add Product 2 to Cart,6237,2626,1909,6077,7663,10698,64,19029,6.045%,5.19246,115.38,9.25
Logout,6227,1046,502,2404,3809,6295,7,471808,4.416%,5.18480,50.47,8.65
TOTAL,50207,1795,1129,4351,6000,9242,0,471808,4.153%,41.78074,1941.67,43.45
