Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,2749,16168,74,62128,12703.90,1.673%,2.26244,6.83,0.33,3090.5
Login,2704,16838,122,61228,12906.37,1.960%,2.22569,10.04,1.09,4618.7
List Products,2654,0,0,1,0.03,100.000%,2.18512,2.52,0.00,1181.0
Look at Product,2654,0,0,1,0.04,100.000%,2.18512,2.49,0.00,1169.0
Add Product to Cart,2654,353,52,3800,467.54,100.000%,2.18490,13.63,0.75,6385.7
List Products with different page,2651,0,0,1,0.02,100.000%,2.18264,2.54,0.00,1190.0
Add Product 2 to Cart,2651,525,41,6062,557.78,100.000%,2.18252,13.61,0.75,6385.6
Logout,2648,17076,107,74417,13057.93,1.926%,2.18027,10.25,2.07,4813.4
TOTAL,21365,6437,0,74417,11283.88,62.785%,17.58351,61.88,4.99,3603.9
