Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,3435,2807,56,27225,3777.58,7.278%,2.85838,22.60,0.43,8097.6
Login,3415,3279,63,28777,4423.99,10.307%,2.84205,25.54,2.51,9202.7
List Products,3397,4633,0,47246,5969.40,13.865%,2.82738,259.23,1.80,93885.4
Look at Product,3374,6875,0,35806,7061.03,7.380%,2.82110,151.74,1.77,55078.8
Add Product to Cart,3374,7024,52,74745,7391.35,16.627%,2.80827,27.63,4.20,10073.4
List Products with different page,3369,4918,0,39627,5671.22,18.225%,2.80436,243.05,2.26,88748.6
Add Product 2 to Cart,3310,6971,63,35408,7273.87,16.737%,2.75526,28.17,4.85,10471.3
Logout,3297,3621,71,31691,4680.37,13.558%,2.74476,24.76,4.46,9235.6
TOTAL,26971,5007,0,74745,6140.86,12.969%,22.44342,781.83,22.29,35671.6
