Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,7119,1227,382,3545,5496,10762,58,22809,6.855%,5.86234,42.70,0.88
Login,7115,1413,568,3585,6194,10865,73,30976,8.236%,5.85977,50.54,3.80
List Products,7109,1638,541,4194,7944,16601,0,34050,61.922%,5.85547,287.35,2.27
Look at Product,7101,3876,1526,10999,16082,24678,0,47582,27.686%,5.84886,456.34,2.08
Add Product to Cart,7080,3608,1284,10288,15569,24773,53,35768,30.198%,5.83156,115.75,6.62
List Products with different page,7048,1540,488,3952,7066,14790,0,30186,66.388%,5.80549,271.54,4.05
Add Product 2 to Cart,7027,3664,1365,10513,14999,24939,57,42142,30.568%,5.78819,116.46,8.61
Logout,6988,1709,617,4087,7513,15228,67,30269,10.489%,5.75659,49.57,8.41
TOTAL,56587,2334,680,6425,10711,20717,0,47582,30.290%,46.59817,1389.92,36.72
