Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,16752,152,51,21041,200.96,0.018%,13.96044,111.81,2.10,8201.6
Login,16750,294,42,5709,178.58,0.030%,13.96046,131.36,10.37,9635.4
List Products,16745,834,0,1034748,16886.38,51.609%,13.96109,798.83,6.78,58591.9
Look at Product,16728,1007,0,21046,772.30,5.464%,13.94688,1442.64,6.52,105920.8
Add Product to Cart,16710,709,4,18478,407.02,5.254%,13.93190,357.09,19.11,26246.3
List Products with different page,16697,1269,0,1135513,27224.14,53.063%,13.92170,794.59,11.38,58445.5
Add Product 2 to Cart,16674,812,57,21053,770.43,5.176%,13.90254,359.16,24.20,26454.0
Logout,16655,250,100,21051,323.56,0.036%,13.88821,134.01,22.49,9881.1
TOTAL,133711,666,0,1135513,11339.77,15.086%,111.42908,4127.60,102.90,37931.5
