Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,5280,410,22,5461,547.94,6.136%,4.39078,35.42,0.66,8261.4
Login,5279,590,79,8712,659.89,6.914%,4.40990,40.76,4.26,9464.4
List Products,5274,803,0,7794,769.54,9.879%,4.43719,431.12,3.19,99492.3
Look at Product,5265,1731,0,8127,1254.78,7.673%,4.44631,237.15,3.14,54615.9
Add Product to Cart,5247,1659,54,7803,1187.35,15.933%,4.44164,44.39,7.07,10234.9
List Products with different page,5236,1046,0,8398,958.37,15.909%,4.44213,402.54,3.76,92792.9
Add Product 2 to Cart,5234,1667,72,7806,1144.47,12.954%,4.44168,46.99,8.04,10834.2
Logout,5232,714,71,5932,739.29,11.353%,4.44221,40.83,7.39,9412.4
TOTAL,42047,1077,0,8712,1065.74,10.833%,34.96504,1259.84,36.89,36896.2
