Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,3205,9459,80,33912,6429.18,0.998%,2.55294,7.71,0.38,3092.6
Login,3173,9827,83,35510,6491.36,1.103%,2.52779,11.42,1.24,4626.4
List Products,3138,0,0,1,0.02,100.000%,2.50069,2.88,0.00,1181.0
Look at Product,3138,0,0,0,0.00,100.000%,2.50069,2.85,0.00,1169.0
Add Product to Cart,3138,249,53,2844,334.71,100.000%,2.50044,15.60,0.86,6388.8
List Products with different page,3137,0,0,1,0.03,100.000%,2.50215,2.91,0.00,1190.0
Add Product 2 to Cart,3137,484,109,21062,888.04,100.000%,2.50172,15.60,0.86,6385.3
Logout,3137,10205,200,36683,6686.59,1.243%,2.50013,11.75,2.38,4813.4
TOTAL,25203,3801,0,36683,6190.62,62.667%,20.07542,70.69,5.72,3605.8
