Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,4018,2009,404,6887,9791,14502,55,22359,2.414%,3.34542,27.89,0.50
Login,4003,2564,885,8072,11654,17748,118,28722,3.597%,3.33328,31.78,3.04
List Products,3979,3617,1354,11603,15922,23665,0,49533,5.856%,3.31471,340.93,2.19
Look at Product,3955,6157,3299,18280,23413,31033,0,55095,5.714%,3.29569,310.67,2.14
Add Product to Cart,3925,6230,3006,17530,22820,31935,64,54491,10.140%,3.27140,73.36,5.06
List Products with different page,3910,4402,1726,14152,18995,27302,0,53135,8.184%,3.25931,325.11,2.73
Add Product 2 to Cart,3902,6346,3402,17113,22006,30358,89,50470,9.482%,3.25329,75.58,5.96
Logout,3878,2982,1004,10050,12676,19216,103,28528,5.544%,3.23367,31.50,5.50
TOTAL,31570,4278,1463,13177,17998,27535,0,55095,6.345%,26.28525,1215.77,27.09
