Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,2460,3834,2532,9319,12341,16289,56,28330,8.740%,2.04785,17.20,0.31
Login,2455,4382,2587,11407,13723,18296,94,30798,12.505%,2.08186,19.83,1.73
List Products,2455,6526,4301,15785,18962,25022,0,40372,20.285%,2.07549,177.26,1.20
Look at Product,2455,9799,8579,20477,23205,29184,0,303949,16.415%,2.04417,99.37,1.15
Add Product to Cart,2453,9664,9180,19323,21810,26824,53,33268,28.985%,2.04251,19.59,2.76
List Products with different page,2392,6830,4707,16738,19698,27071,0,38665,32.065%,1.99180,142.41,1.52
Add Product 2 to Cart,2368,9393,7762,20372,23804,31220,56,36764,33.657%,1.97182,19.06,3.23
Logout,2327,5524,3228,11911,15508,23798,87,1016318,16.244%,1.93787,18.52,3.02
TOTAL,19365,6992,4775,16893,20210,26903,0,1016318,21.048%,16.12056,510.08,14.88
