Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,14988,216,1,17692,381.26,19.309%,12.48666,83.92,1.88,6882.3
Login,14979,339,25,19773,426.47,19.908%,12.48059,98.47,6.32,8078.9
List Products,14962,571,0,20524,720.48,89.179%,12.46803,554.54,3.34,45544.5
Look at Product,14948,1013,0,45684,1346.29,30.780%,12.45637,914.45,3.01,75174.5
Add Product to Cart,14920,568,0,21836,787.47,32.091%,12.43307,227.75,11.19,18757.9
List Products with different page,14901,517,0,20132,706.76,90.625%,12.42254,535.04,7.31,44103.7
Add Product 2 to Cart,14901,661,57,25512,833.52,31.461%,12.41793,234.01,15.48,19296.6
Logout,14890,359,0,24470,518.46,20.390%,12.41042,99.13,15.28,8179.2
TOTAL,119489,530,0,45684,803.09,41.708%,99.54596,2746.37,63.79,28251.1
