Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,6880,623,52,15182,1178.21,5.145%,5.72575,45.78,0.86,8187.9
Login,6878,845,88,13963,1264.11,6.077%,5.72474,52.25,5.48,9346.6
List Products,6876,1388,0,24584,2071.42,30.425%,5.74029,445.30,4.10,79435.6
Look at Product,6876,2376,0,30367,2714.84,30.323%,5.72372,401.27,4.01,71789.2
Add Product to Cart,6871,2545,53,29199,2798.75,33.867%,5.71955,99.79,9.11,17866.4
List Products with different page,6860,1689,0,27844,2169.11,32.347%,5.71095,432.14,4.76,77485.0
Add Product 2 to Cart,6856,2452,79,30253,2537.23,33.226%,5.70763,103.01,10.19,18480.1
Logout,6822,1228,55,41379,1549.04,7.388%,5.67984,53.29,9.35,9606.8
TOTAL,54919,1643,0,41379,2234.79,22.355%,45.70512,1631.12,47.84,36544.5
