Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,3929,1410,426,4094,5425,8483,55,21045,36.778%,3.27214,23.28,0.49
Login,3919,1933,566,5868,7918,11319,80,21697,39.270%,3.26417,25.44,2.35
List Products,3912,2601,949,7864,9717,13958,0,21095,42.382%,3.25869,204.83,1.62
Look at Product,3893,4053,2926,10399,11896,16433,0,28227,40.098%,3.24382,113.66,1.57
Add Product to Cart,3890,4141,2685,10775,12752,17857,55,24947,46.375%,3.24179,27.57,3.57
List Products with different page,3876,2870,1404,7925,9697,13959,0,21035,46.362%,3.23153,186.23,1.86
Add Product 2 to Cart,3852,4127,2869,10407,11742,15574,59,21266,45.301%,3.21230,28.20,4.02
Logout,3834,2094,699,5955,7919,11792,77,21847,42.123%,3.19780,24.83,3.73
TOTAL,31105,2901,1003,8425,10577,14590,0,28227,42.321%,25.90475,633.64,19.19
