Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,25779,255,54,11557,315.32,0.012%,8.83282,70.34,1.33,8155.1
Login,25774,426,93,3976,397.28,0.027%,8.83178,82.85,6.18,9605.8
List Products,25767,900,0,827863,13855.43,55.362%,8.82964,499.30,3.87,57905.5
Look at Product,25726,1323,0,21054,1394.71,10.577%,8.81560,839.60,3.67,97526.5
Add Product to Cart,25690,1043,51,6197,1137.08,9.907%,8.80324,211.95,11.42,24654.5
List Products with different page,25657,1418,0,1112574,26814.28,56.908%,8.79213,499.44,6.93,58169.0
Add Product 2 to Cart,25616,1186,22,21051,1336.66,9.849%,8.77813,213.00,14.79,24846.8
Logout,25589,443,20,21050,481.79,0.043%,8.76917,84.13,13.93,9824.4
TOTAL,205598,874,0,1112574,10707.41,17.839%,70.44453,2500.32,62.11,36345.3
