Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,11713,445,353,912,1123,1611,55,11557,0.017%,9.75948,76.31,1.47
Login,11709,700,605,1298,1527,2110,93,3920,0.060%,9.75736,90.67,5.96
List Products,11702,1266,692,1687,2073,3018,0,827863,69.313%,9.75276,450.90,3.30
Look at Product,11673,2236,2367,3918,4381,5847,0,9817,13.784%,9.72860,875.03,3.00
Add Product to Cart,11646,1907,2000,3458,3829,4610,51,6197,13.687%,9.70610,220.88,11.14
List Products with different page,11617,2107,705,1737,2145,3129,0,1112574,70.569%,9.68243,439.03,7.07
Add Product 2 to Cart,11593,2128,2242,3757,4163,5132,58,21045,13.362%,9.66244,221.28,15.14
Logout,11570,770,680,1431,1695,2268,113,7130,0.061%,9.64424,91.40,14.61
TOTAL,93223,1444,815,3001,3546,4588,0,1112574,22.609%,77.67276,2464.78,61.67
