Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,6880,623,207,1512,2798,6196,52,15182,5.145%,5.72575,45.78,0.86
Login,6878,845,403,1791,2888,6613,88,13963,6.077%,5.72474,52.25,5.48
List Products,6876,1388,765,3129,5651,10871,0,24584,30.425%,5.74029,445.30,4.10
Look at Product,6876,2376,1578,5416,8139,13369,0,30367,30.323%,5.72372,401.27,4.01
Add Product to Cart,6871,2545,1563,6348,8787,12810,53,29199,33.867%,5.71955,99.79,9.11
List Products with different page,6860,1689,914,4051,6207,11151,0,27844,32.347%,5.71095,432.14,4.76
Add Product 2 to Cart,6856,2452,1625,5551,8052,12236,79,30253,33.226%,5.70763,103.01,10.19
Logout,6822,1228,834,2401,4082,7883,55,41379,7.388%,5.67984,53.29,9.35
TOTAL,54919,1643,877,3922,6221,11226,0,41379,22.355%,45.70512,1631.12,47.84
