Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,4649,6016,19,25508,5098.71,0.688%,3.86848,11.69,0.58,3094.3
Login,4617,6437,8,28674,5305.29,0.758%,3.84233,17.38,1.89,4631.3
List Products,4582,0,0,0,0.00,100.000%,3.81775,4.40,0.00,1181.0
Look at Product,4582,0,0,1,0.01,100.000%,3.81775,4.36,0.00,1169.0
Add Product to Cart,4582,224,50,1754,291.60,100.000%,3.81750,23.82,1.31,6390.0
List Products with different page,4582,0,0,1,0.03,100.000%,3.81768,4.44,0.00,1190.0
Add Product 2 to Cart,4582,405,110,21033,472.85,100.000%,3.81484,23.80,1.31,6389.2
Logout,4582,6515,189,27086,5306.80,0.720%,3.81424,17.96,3.65,4820.7
TOTAL,36758,2460,0,28674,4406.96,62.599%,30.58670,107.78,8.74,3608.2
