Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,3737,11108,74,56187,11120.77,1.472%,3.11242,9.41,0.46,3094.8
Login,3698,12339,138,56223,11885.32,3.326%,3.08036,13.84,1.50,4601.9
List Products,3622,0,0,1,0.02,100.000%,3.02006,3.48,0.00,1181.0
Look at Product,3622,0,0,1,0.02,100.000%,3.02006,3.45,0.00,1169.0
Add Product to Cart,3622,366,50,4537,468.85,100.000%,3.01914,18.84,1.04,6390.0
List Products with different page,3622,0,0,1,0.03,100.000%,3.01930,3.51,0.00,1190.0
Add Product 2 to Cart,3622,502,113,6284,477.55,100.000%,3.01899,18.84,1.04,6390.0
Logout,3622,12446,187,59813,11868.10,1.988%,3.01794,14.16,2.87,4804.0
TOTAL,29167,4641,0,59813,9173.90,62.948%,24.29215,85.48,6.90,3603.2
