Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,5680,2726,55,7664,1564.68,0.352%,4.17154,12.61,0.63,3096.1
Login,5660,3062,78,7687,1639.27,0.247%,4.17525,18.91,2.06,4638.2
List Products,5646,0,0,1,0.02,100.000%,4.17358,4.81,0.00,1181.0
Look at Product,5646,0,0,1,0.03,100.000%,4.17358,4.76,0.00,1169.0
Add Product to Cart,5646,175,51,1498,196.86,100.000%,4.17340,26.04,1.43,6389.3
List Products with different page,5645,0,0,1,0.02,100.000%,4.17730,4.85,0.00,1190.0
Add Product 2 to Cart,5645,333,7,4266,257.35,100.000%,4.17727,26.06,1.44,6388.6
Logout,5643,3123,212,21024,1685.13,0.248%,4.17618,19.67,4.01,4822.2
TOTAL,45211,1179,0,21024,1721.77,62.542%,33.20410,117.03,9.50,3609.2
