Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,15583,362,57,10618,607.82,0.892%,12.97094,98.39,1.95,7767.7
Login,15578,575,37,11686,806.52,1.502%,12.96809,117.07,7.55,9244.5
List Products,15568,769,0,39066,1108.33,75.976%,12.96123,563.57,3.89,44525.1
Look at Product,15560,1923,0,83179,2394.44,25.701%,12.95450,997.51,3.61,78849.4
Add Product to Cart,15494,1334,0,18538,1719.41,26.501%,12.89965,257.37,13.58,20430.6
List Products with different page,15480,755,0,42141,1101.30,79.548%,12.88913,541.84,8.64,43047.3
Add Product 2 to Cart,15460,1421,0,19146,1696.89,26.436%,12.87251,260.31,18.63,20707.5
Logout,15448,610,69,10204,793.62,2.337%,12.86380,117.60,18.73,9360.9
TOTAL,124171,968,0,83179,1485.25,29.852%,103.35628,2952.95,76.57,29256.3
