Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,8837,318,213,697,885,1382,58,4940,0.011%,7.36355,63.43,1.11
Login,8836,587,488,1102,1328,1948,122,56265,0.000%,7.36369,72.67,7.42
List Products,8835,1453,1300,2520,3090,4442,57,8390,0.192%,7.36356,818.94,5.56
Look at Product,8818,1841,1731,3160,3676,4903,83,12932,0.306%,7.35071,774.89,5.46
Add Product to Cart,8791,1397,1320,2581,2920,3719,53,7459,0.193%,7.32981,190.76,12.50
List Products with different page,8774,1404,1245,2446,2995,4278,77,8245,0.251%,7.31657,811.59,6.43
Add Product 2 to Cart,8752,1442,1379,2624,2967,3718,48,7656,0.091%,7.29911,195.05,14.20
Logout,8744,571,461,1132,1379,1879,55,6012,0.080%,7.29342,74.60,13.07
TOTAL,70387,1126,889,2390,2862,3966,48,56265,0.141%,58.65080,3000.43,65.71
