Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,25779,255,104,678,899,1401,54,11557,0.012%,8.83282,70.34,1.33
Login,25774,426,213,1000,1280,1821,93,3976,0.027%,8.83178,82.85,6.18
List Products,25767,900,358,1225,1649,2589,0,827863,55.362%,8.82964,499.30,3.87
Look at Product,25726,1323,656,3360,3905,5085,0,21054,10.577%,8.81560,839.60,3.67
Add Product to Cart,25690,1043,425,2910,3405,4221,51,6197,9.907%,8.80324,211.95,11.42
List Products with different page,25657,1418,337,1247,1707,2645,0,1112574,56.908%,8.79213,499.44,6.93
Add Product 2 to Cart,25616,1186,481,3210,3736,4706,22,21051,9.849%,8.77813,213.00,14.79
Logout,25589,443,201,1108,1395,1991,20,21050,0.043%,8.76917,84.13,13.93
TOTAL,205598,874,346,2075,2935,4106,0,1112574,17.839%,70.44453,2500.32,62.11
