Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Thread-Gruppe:Home,8662,280,134,692,1169,2483,0,7628,41.122%,7.13601,44.59,0.96
Thread-Gruppe:Login,8661,376,197,877,1330,2618,0,7028,41.496%,7.13724,49.72,4.79
Thread-Gruppe:List Products,8661,727,519,1723,2385,3946,0,7769,42.074%,7.13743,455.04,3.50
Thread-Gruppe:Look at Product,8655,984,482,2590,3492,5138,0,10019,42.403%,7.13246,251.35,3.40
Thread-Gruppe:Add Product to Cart,8637,799,305,2239,3000,4467,0,10985,45.467%,7.11764,53.19,7.47
Thread-Gruppe:List Products with different page,8633,754,490,1845,2541,4085,0,7871,45.430%,7.11545,431.20,4.03
Thread-Gruppe:Add Product 2 to Cart,8632,842,327,2263,3165,4740,0,8663,45.633%,7.11459,55.07,8.37
Thread-Gruppe:Logout,8613,420,193,1078,1605,2922,0,5786,43.899%,7.10499,49.74,7.80
TOTAL,69154,648,238,1754,2512,4191,0,10985,43.438%,56.97056,1389.34,40.29
