Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,4018,2009,55,22359,3259.39,2.414%,3.34542,27.89,0.50,8536.3
Login,4003,2564,118,28722,3916.67,3.597%,3.33328,31.78,3.04,9764.5
List Products,3979,3617,0,49533,5373.10,5.856%,3.31471,340.93,2.19,105321.9
Look at Product,3955,6157,0,55095,7565.65,5.714%,3.29569,310.67,2.14,96526.8
Add Product to Cart,3925,6230,64,54491,7644.26,10.140%,3.27140,73.36,5.06,22964.2
List Products with different page,3910,4402,0,53135,6356.93,8.184%,3.25931,325.11,2.73,102141.0
Add Product 2 to Cart,3902,6346,89,50470,7447.30,9.482%,3.25329,75.58,5.96,23790.6
Logout,3878,2982,103,28528,4369.36,5.544%,3.23367,31.50,5.50,9975.1
TOTAL,31570,4278,0,55095,6189.72,6.345%,26.28525,1215.77,27.09,47362.9
