Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,3890,309,201,619,865,1454,64,7739,0.026%,3.16457,26.44,0.48
Login,3889,603,486,1071,1332,1885,164,17021,0.000%,3.18619,30.81,2.85
List Products,3889,1008,817,1892,2418,3394,0,17174,21.831%,3.19008,278.14,2.04
Look at Product,3889,2938,2965,4423,4938,5903,0,7207,1.671%,3.21322,194.17,2.00
Add Product to Cart,3865,2763,2814,4149,4537,5585,73,8517,1.501%,3.20575,35.04,5.01
List Products with different page,3850,1020,846,1916,2346,3538,0,17552,22.597%,3.20455,281.47,2.75
Add Product 2 to Cart,3848,2811,2847,4205,4588,5598,109,8800,1.507%,3.20550,36.45,5.96
Logout,3840,587,492,1080,1399,2035,158,5290,0.000%,3.20256,32.02,5.51
TOTAL,30960,1504,922,3543,4092,5181,0,17552,6.140%,25.18625,900.35,26.10
