Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,11889,158,55,4765,219.74,1.943%,9.77119,75.66,1.47,7929.0
Login,11887,273,66,4504,256.51,2.700%,9.80784,89.12,7.02,9304.7
List Products,11880,445,0,5717,413.77,57.424%,9.82595,567.67,4.52,59158.7
Look at Product,11878,782,0,7399,580.83,12.780%,9.82429,883.79,4.38,92119.1
Add Product to Cart,11863,469,55,6566,435.03,14.145%,9.81196,218.66,12.91,22820.3
List Products with different page,11850,410,0,8581,387.27,60.439%,9.81544,564.80,7.83,58923.2
Add Product 2 to Cart,11847,518,11,5597,412.96,14.400%,9.81296,221.61,16.57,23125.8
Logout,11841,274,25,3749,265.25,3.066%,9.81019,90.84,15.55,9482.3
TOTAL,94935,416,0,8581,426.93,20.857%,78.02304,2694.37,69.76,35361.8
