Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,5781,2131,1761,4284,4744,5779,69,7258,2.941%,4.80375,14.57,0.72
Login,5758,2568,2098,5151,5757,7009,72,10811,4.585%,4.78552,21.48,2.33
List Products,5743,0,0,0,0,0,0,1,100.000%,4.77624,5.51,0.00
Look at Product,5743,0,0,0,0,0,0,1,100.000%,4.77625,5.45,0.00
Add Product to Cart,5743,185,107,395,736,993,50,3560,100.000%,4.77566,29.80,1.64
List Products with different page,5743,0,0,0,0,0,0,1,100.000%,4.77611,5.55,0.00
Add Product 2 to Cart,5743,347,237,754,912,1452,110,21042,100.000%,4.77439,29.78,1.63
Logout,5741,2656,2303,5160,5709,7012,119,21024,3.501%,4.77320,22.33,4.50
TOTAL,45995,987,162,3934,4623,5976,0,21042,63.811%,38.21973,134.41,10.82
