Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,5397,379,56,8208,606.13,1.390%,4.49423,37.64,0.68,8575.9
Login,5394,606,123,10482,689.88,1.891%,4.51620,43.37,4.45,9832.9
List Products,5388,949,0,11395,891.60,3.749%,4.52253,474.72,3.32,107487.7
Look at Product,5383,1529,0,11102,1358.69,3.641%,4.51835,428.98,3.26,97221.0
Add Product to Cart,5378,1388,90,14328,1355.18,5.225%,4.51416,103.94,7.44,23578.8
List Products with different page,5368,1028,0,13189,1036.72,4.396%,4.52724,469.35,3.87,106159.5
Add Product 2 to Cart,5358,1462,39,10851,1372.58,4.965%,4.51880,107.10,8.48,24270.9
Logout,5349,653,77,8121,780.35,2.505%,4.51285,44.62,7.86,10125.2
TOTAL,43015,999,0,14328,1128.76,3.469%,35.81966,1693.65,38.96,48417.6
