Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,5928,415,208,709,1623,3400,55,21046,20.294%,4.94082,36.56,0.74
Login,5927,596,400,994,1787,4190,32,9650,20.871%,4.97225,41.67,4.26
List Products,5925,797,571,1390,2660,5181,0,9726,34.937%,4.99564,363.38,3.17
Look at Product,5920,1416,961,3222,4754,7205,0,21035,35.338%,4.99143,319.73,3.10
Add Product to Cart,5906,1394,892,3556,4786,7151,70,11529,36.590%,4.97962,84.61,6.94
List Products with different page,5892,888,602,1631,3108,5156,0,21034,35.896%,4.98119,354.02,3.66
Add Product 2 to Cart,5885,1408,940,3412,4687,7543,68,11611,36.856%,4.97528,87.06,7.78
Logout,5879,701,452,1312,2362,4426,78,12105,21.653%,4.97074,42.82,7.20
TOTAL,47262,951,563,1999,3543,6125,0,21046,30.299%,39.39081,1313.91,36.42
