Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,3765,11451,7015,28420,37765,48782,75,61992,1.355%,3.13093,9.45,0.46
Login,3714,12072,7447,29598,38445,51275,143,64743,1.131%,3.08889,13.95,1.52
List Products,3672,0,0,0,0,0,0,1,100.000%,3.05555,3.52,0.00
Look at Product,3672,0,0,0,0,0,0,1,100.000%,3.05554,3.49,0.00
Add Product to Cart,3672,323,130,1138,1282,1576,50,4520,100.000%,3.05445,19.06,1.05
List Products with different page,3671,0,0,0,0,0,0,1,100.000%,3.05461,3.55,0.00
Add Product 2 to Cart,3671,473,249,1233,1340,1641,109,4501,100.000%,3.05364,19.04,1.05
Logout,3666,12202,7410,30471,39499,52894,192,66694,1.391%,3.04978,14.33,2.90
TOTAL,29503,4596,191,18339,25854,44415,0,66694,62.712%,24.53433,86.37,6.97
