Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,6572,690,58,7930,932.31,23.494%,5.45449,38.44,0.82,7216.9
Login,6570,844,62,8552,1068.29,25.068%,5.45402,43.43,4.50,8153.4
List Products,6569,1676,0,16967,1818.14,30.248%,5.45403,402.08,3.30,75490.6
Look at Product,6535,2321,0,18509,2541.64,30.390%,5.42580,216.09,3.21,40782.3
Add Product to Cart,6503,2004,55,15963,2159.54,35.676%,5.39924,44.41,7.06,8422.0
List Products with different page,6497,1789,0,13831,1926.77,34.385%,5.39509,377.81,3.81,71708.4
Add Product 2 to Cart,6482,2059,39,14951,2312.24,34.449%,5.38264,46.38,7.93,8823.1
Logout,6477,1037,66,12326,1361.44,29.134%,5.37923,42.80,7.41,8147.9
TOTAL,52205,1551,0,18509,1935.02,30.338%,43.32771,1210.91,38.01,28618.5
