Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Thread-Gruppe:Home,4685,1653,731,4542,5707,8374,58,14869,9.264%,3.84196,30.28,0.58
Thread-Gruppe:Login,4680,2238,996,6207,7906,10986,78,18080,10.662%,3.83848,34.42,3.32
Thread-Gruppe:List Products,4652,3902,2279,9771,11370,15596,0,25713,8.298%,3.81598,366.61,2.37
Thread-Gruppe:Look at Product,4640,5799,4161,13405,16050,20163,0,29616,8.599%,3.80715,196.03,2.32
Thread-Gruppe:Add Product to Cart,4624,4755,3442,10573,13175,17740,52,27883,18.296%,3.79433,36.61,5.46
Thread-Gruppe:List Products with different page,4605,4058,2715,9956,12116,15222,0,23391,15.483%,3.77929,336.12,3.05
Thread-Gruppe:Add Product 2 to Cart,4570,4948,3711,11057,13016,16753,72,25251,17.527%,3.75101,38.05,6.52
Thread-Gruppe:Logout,4536,2514,1306,6985,8533,11481,58,18467,15.653%,3.72363,33.34,5.99
TOTAL,36992,3729,2215,9512,11843,16750,0,29616,12.943%,30.33541,1070.90,29.59
