Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Home,2749,16168,14504,34359,39498,50870,74,62128,1.673%,2.26244,6.83,0.33
Login,2704,16838,15416,34950,40378,50637,122,61228,1.960%,2.22569,10.04,1.09
List Products,2654,0,0,0,0,0,0,1,100.000%,2.18512,2.52,0.00
Look at Product,2654,0,0,0,0,0,0,1,100.000%,2.18512,2.49,0.00
Add Product to Cart,2654,353,148,1148,1342,1813,52,3800,100.000%,2.18490,13.63,0.75
List Products with different page,2651,0,0,0,0,0,0,1,100.000%,2.18264,2.54,0.00
Add Product 2 to Cart,2651,525,256,1242,1435,2812,41,6062,100.000%,2.18252,13.61,0.75
Logout,2648,17076,15873,35472,41197,50737,107,74417,1.926%,2.18027,10.25,2.07
TOTAL,21365,6437,206,24982,32302,44701,0,74417,62.785%,17.58351,61.88,4.99
