Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,2460,3834,56,28330,4057.52,8.740%,2.04785,17.20,0.31,8601.0
Login,2455,4382,94,30798,4653.64,12.505%,2.08186,19.83,1.73,9755.3
List Products,2455,6526,0,40372,6404.87,20.285%,2.07549,177.26,1.20,87455.7
Look at Product,2455,9799,0,303949,11102.89,16.415%,2.04417,99.37,1.15,49779.1
Add Product to Cart,2453,9664,53,33268,7173.23,28.985%,2.04251,19.59,2.76,9820.7
List Products with different page,2392,6830,0,38665,6574.36,32.065%,1.99180,142.41,1.52,73216.2
Add Product 2 to Cart,2368,9393,56,36764,7778.24,33.657%,1.97182,19.06,3.23,9898.2
Logout,2327,5524,87,1016318,21594.64,16.244%,1.93787,18.52,3.02,9784.1
TOTAL,19365,6992,0,1016318,10294.91,21.048%,16.12056,510.08,14.88,32401.2
