Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,3064,806,65,7257,1046.85,23.890%,2.54435,21.51,0.38,8657.0
Login,3060,1006,74,9199,1243.94,25.033%,2.55533,24.16,2.13,9679.7
List Products,3059,1486,0,11139,1640.43,30.925%,2.56009,190.30,1.54,76115.9
Look at Product,3059,2846,0,11898,2165.02,28.408%,2.55489,107.31,1.50,43008.0
Add Product to Cart,3057,2861,53,11562,2242.51,37.749%,2.55321,24.81,3.37,9952.0
List Products with different page,3041,1784,0,13164,1791.54,38.376%,2.54017,168.55,1.78,67946.4
Add Product 2 to Cart,3036,2823,112,11590,2132.65,35.112%,2.53600,26.10,3.79,10540.6
Logout,3029,1284,91,125773,2642.53,28.920%,2.53043,23.73,3.51,9601.6
TOTAL,24405,1862,0,125773,2090.86,31.043%,20.26586,582.80,17.90,29448.0
